                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2363,                 3.5388,                 4.1055,                0.50815,                 0.3125,                0.00926,                0.00227,                 3.7451,                 6.2412,                 5.1887,             0.00055027,             0.00055027,             0.00055027
